popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
31.0,0.772,0.236,421053.0,0.268,0.95,5.0,0.204,-17.209,0.0,0.0341,77.536,0.0698,Classical
0.0,0.956,0.428,149027.0,0.3329999999999999,3.72e-05,10.0,0.264,-20.005,1.0,0.318,76.225,0.253,Classical
37.0,0.982,0.5870000000000001,-1.0,0.13,0.943,9.0,0.113,-21.019,0.0,0.037,113.064,0.126,Classical
43.0,0.964,0.0932,342760.0,0.1969999999999999,0.934,7.0,0.153,-17.007,1.0,0.0537,73.23899999999999,0.151,Classical
5.0,0.8490000000000001,0.3339999999999999,205800.0,0.191,0.922,9.0,0.131,-21.651,1.0,0.0316,101.09100000000001,0.357,Classical
7.0,0.969,0.477,298467.0,0.223,0.263,0.0,0.0989,-16.049,0.0,0.0455,133.903,0.346,Classical
35.0,0.922,0.107,951120.0,0.0404,0.927,9.0,0.105,-25.179,1.0,0.0433,83.10700000000001,0.0322,Classical
25.0,0.995,0.351,182509.0,0.00361,0.945,6.0,0.0648,-35.88,1.0,0.0446,68.887,0.15,Classical
39.0,0.95,0.322,-1.0,0.427,0.92,2.0,0.352,-11.118,0.0,0.0329,124.802,0.391,Classical
49.0,0.986,0.2739999999999999,442413.0,0.0843,0.00232,5.0,0.174,-19.028,1.0,0.0731,73.044,0.0768,Classical
30.0,0.991,0.203,400268.0,0.0311,0.00251,10.0,0.0807,-31.284,0.0,0.0542,102.523,0.0345,Classical
36.0,0.964,0.242,116040.0,0.0964,0.772,0.0,0.109,-23.005,0.0,0.0415,80.848,0.728,Classical
9.0,0.979,0.492,213557.0,0.196,2.3800000000000003e-05,6.0,0.369,-16.201,1.0,0.0572,88.072,0.6459999999999999,Classical
24.0,0.975,0.281,99244.0,0.0068,0.000664,3.0,0.0739,-35.599000000000004,1.0,0.0447,77.018,0.241,Classical
35.0,0.0422,0.506,191632.0,0.608,0.687,9.0,0.0975,-8.381,1.0,0.0289,78.199,0.408,Classical
35.0,0.984,0.351,432147.0,0.128,0.877,3.0,0.113,-18.048,1.0,0.0412,133.903,0.319,Classical
30.0,0.825,0.173,-1.0,0.303,0.8640000000000001,0.0,0.103,-13.254,1.0,0.0325,96.976,0.0859,Classical
37.0,0.958,0.209,381160.0,0.067,0.946,7.0,0.126,-19.851,0.0,0.0359,111.494,0.0736,Classical
29.0,0.994,0.382,207747.0,0.00108,0.8240000000000001,2.0,0.0869,-39.086,0.0,0.0544,65.411,0.1669999999999999,Classical
0.0,0.979,0.254,213347.0,0.0484,0.898,1.0,0.111,-21.424,1.0,0.0485,178.243,0.3829999999999999,Classical
36.0,0.99,0.396,587627.0,0.122,0.906,3.0,0.0746,-22.457,1.0,0.0365,139.006,0.245,Classical
21.0,0.969,0.348,-1.0,0.132,0.635,2.0,0.313,-19.057,1.0,0.0384,128.285,0.138,Classical
0.0,0.954,0.258,439173.0,0.0609,2.34e-05,2.0,0.14,-23.251,1.0,0.0449,80.35600000000001,0.0387,Classical
29.0,0.975,0.161,769453.0,0.0316,0.94,1.0,0.0949,-24.25,1.0,0.0443,132.715,0.0338,Classical
22.0,0.989,0.42,422964.0,0.0566,0.933,3.0,0.174,-22.701,1.0,0.0432,126.681,0.313,Classical
26.0,0.993,0.413,65387.0,0.0105,0.978,0.0,0.14,-33.742,1.0,0.0429,67.619,0.28,Classical
22.0,0.983,0.506,172227.0,0.18,0.0915,1.0,0.254,-12.973,0.0,0.0579999999999999,99.74799999999999,0.578,Classical
0.0,0.955,0.259,250093.0,0.233,0.156,7.0,0.0869,-20.394,1.0,0.0446,81.09899999999999,0.206,Classical
0.0,0.995,0.291,235932.0,0.00925,0.885,8.0,0.0753,-35.978,1.0,0.0352,97.948,0.0664,Classical
24.0,0.992,0.352,-1.0,0.00831,0.91,1.0,0.0793,-30.346,1.0,0.0446,117.65,0.053,Classical
55.0,0.000221,0.392,266387.0,0.936,0.8390000000000001,5.0,0.407,-6.532,1.0,0.0849,167.333,0.564,Classical
43.0,0.984,0.2319999999999999,140320.0,0.0292,0.893,0.0,0.0483,-27.894,1.0,0.0537,71.355,0.0661,Classical
25.0,0.986,0.376,207667.0,0.0422,0.0016699999999999,0.0,0.0682,-20.807,1.0,0.042,122.565,0.0397,Classical
35.0,0.912,0.2739999999999999,139767.0,0.46,0.00779,9.0,0.71,-10.137,1.0,0.0608,88.91799999999999,0.352,Classical
38.0,0.973,0.214,-1.0,0.0524,0.777,0.0,0.086,-21.485,1.0,0.0469,83.815,0.0656,Classical
34.0,0.4039999999999999,0.605,331467.0,0.3329999999999999,0.939,11.0,0.145,-12.627,0.0,0.0304,119.973,0.0961,Classical
37.0,0.989,0.272,645893.0,0.0723,0.934,4.0,0.0619,-22.728,1.0,0.035,84.90799999999999,0.0589,Classical
58.0,0.642,0.35,258812.0,0.149,0.0,6.0,0.109,-12.196,1.0,0.0334,83.86200000000001,0.1889999999999999,Classical
0.0,0.982,0.0846,355587.0,0.0507,0.265,2.0,0.0813,-26.364,1.0,0.0457,56.997,0.0592,Classical
35.0,0.7959999999999999,0.51,653160.0,0.000795,0.119,6.0,0.0836,-38.561,0.0,0.204,80.145,0.266,Classical
29.0,0.92,0.3289999999999999,-1.0,0.0899,0.831,0.0,0.1009999999999999,-21.447,1.0,0.0415,120.98700000000001,0.1939999999999999,Classical
32.0,0.969,0.396,374680.0,0.0867,0.0409,3.0,0.123,-18.456,1.0,0.0627,90.167,0.0789,Classical
49.0,0.99,0.435,155485.0,0.0564,0.943,5.0,0.113,-27.616,0.0,0.0369,110.006,0.127,Classical
46.0,0.995,0.484,152933.0,0.0111,0.878,0.0,0.0556,-36.334,1.0,0.0384,121.708,0.2,Classical
27.0,0.981,0.129,225720.0,0.0465,0.325,2.0,0.0939,-22.486,1.0,0.0359,83.167,0.105,Classical
28.0,0.986,0.0737,166000.0,0.209,0.903,7.0,0.103,-16.597,0.0,0.0488,52.076,0.0461,Classical
0.0,0.907,0.1939999999999999,215213.0,0.2769999999999999,0.946,1.0,0.639,-16.215,0.0,0.0516,86.73,0.08,Classical
34.0,0.675,0.493,42893.0,0.0249,0.993,3.0,0.57,-32.122,1.0,0.0446,114.786,0.111,Classical
40.0,0.977,0.107,136320.0,0.0102,0.994,2.0,0.0951,-32.462,0.0,0.0505,80.90100000000001,0.0321,Classical
31.0,0.902,0.236,-1.0,0.0485,0.3389999999999999,9.0,0.173,-27.817,0.0,0.0409999999999999,141.915,0.0373,Classical
41.0,0.977,0.342,-1.0,0.0696,0.000715,3.0,0.105,-22.44,1.0,0.0686,77.02,0.0968,Classical
30.0,0.00976,0.127,259400.0,0.5479999999999999,0.337,5.0,0.133,-8.339,1.0,0.0297,168.704,0.135,Classical
41.0,2.03e-05,0.465,330000.0,0.989,6.4e-05,2.0,0.122,-3.452,1.0,0.182,149.977,0.3339999999999999,Classical
33.0,0.988,0.441,173080.0,0.213,0.917,8.0,0.0698,-14.063,0.0,0.0374,103.323,0.136,Classical
22.0,0.973,0.267,965027.0,0.155,0.5379999999999999,10.0,0.111,-17.652,0.0,0.0449,140.965,0.104,Classical
45.0,0.787,0.14,-1.0,0.257,0.909,9.0,0.0766,-15.666,0.0,0.0429,142.533,0.0365,Classical
19.0,0.994,0.518,82693.0,0.00602,0.851,5.0,0.0979,-31.431,0.0,0.0797,132.811,0.281,Classical
26.0,0.994,0.246,50347.0,0.0755,0.923,0.0,0.108,-26.202,1.0,0.0352,95.693,0.407,Classical
48.0,0.991,0.38,111832.0,0.0796,0.935,8.0,0.123,-18.041,1.0,0.0436,108.815,0.0661,Classical
32.0,0.985,0.151,154400.0,0.2269999999999999,0.981,7.0,0.103,-16.3,1.0,0.049,89.29,0.038,Classical
33.0,0.949,0.24,405520.0,0.296,0.917,9.0,0.198,-16.9,1.0,0.0527,84.73,0.119,Classical
39.0,0.976,0.0817,391396.0,0.0375,0.843,0.0,0.077,-27.637,0.0,0.0437,176.34900000000002,0.0515,Classical
30.0,0.8909999999999999,0.241,493400.0,0.0202,0.18,8.0,0.1119999999999999,-27.094,1.0,0.0407,93.41799999999999,0.17,Classical
29.0,0.975,0.247,219680.0,0.0701,0.939,2.0,0.212,-23.445,0.0,0.0582,126.195,0.2289999999999999,Classical
36.0,0.932,0.316,247973.0,0.2789999999999999,0.0,5.0,0.24,-11.009,1.0,0.0301,103.37299999999999,0.254,Classical
33.0,0.878,0.327,580833.0,0.198,0.789,4.0,0.0605,-17.93,1.0,0.0452,106.521,0.293,Classical
0.0,0.889,0.416,49787.0,0.146,0.0,9.0,0.109,-23.668000000000003,1.0,0.0719,109.4,0.1969999999999999,Classical
28.0,0.978,0.23,-1.0,0.0329,0.716,0.0,0.0718,-25.516,1.0,0.049,84.365,0.187,Classical
35.0,0.994,0.395,576613.0,0.0134,0.93,5.0,0.105,-21.28,1.0,0.0521,65.405,0.106,Classical
22.0,0.983,0.406,133067.0,0.204,0.812,0.0,0.111,-28.96,1.0,0.0279,103.527,0.693,Classical
28.0,0.995,0.376,411227.0,0.012,0.909,3.0,0.0854,-34.085,1.0,0.0422,110.303,0.2,Classical
32.0,0.982,0.353,244467.0,0.0855,0.8740000000000001,0.0,0.121,-24.043000000000003,1.0,0.0475,75.499,0.0943,Classical
31.0,0.986,0.433,201947.0,0.2019999999999999,0.8220000000000001,2.0,0.0978,-15.630999999999998,1.0,0.0384,146.702,0.556,Classical
26.0,0.861,0.294,221646.0,0.382,3.02e-06,3.0,0.595,-8.675,1.0,0.0299,100.09,0.2269999999999999,Classical
27.0,0.98,0.351,210707.0,0.0664,0.938,4.0,0.0903,-23.085,1.0,0.0391,116.413,0.0611,Classical
48.0,0.993,0.359,237987.0,0.282,0.902,7.0,0.111,-13.651,0.0,0.0358,106.323,0.177,Classical
25.0,0.924,0.26,591360.0,0.305,0.8859999999999999,0.0,0.138,-13.13,1.0,0.0355,94.00200000000001,0.0924,Classical
22.0,0.98,0.271,541867.0,0.0998,0.547,7.0,0.395,-17.689,1.0,0.0452,132.957,0.168,Classical
21.0,0.988,0.366,286920.0,0.254,0.919,5.0,0.0785,-18.926,1.0,0.0471,91.23700000000001,0.8640000000000001,Classical
37.0,0.931,0.384,127053.0,0.467,0.918,1.0,0.0883,-11.747,1.0,0.0341,108.88799999999999,0.66,Classical
31.0,0.991,0.436,279232.0,0.15,0.944,7.0,0.0812,-17.835,1.0,0.0494,149.995,0.2789999999999999,Classical
42.0,0.962,0.371,140827.0,0.218,8.62e-06,6.0,0.0839,-13.076,1.0,0.0403,117.824,0.413,Classical
0.0,0.963,0.2,112520.0,0.0133,2.36e-06,2.0,0.0668,-31.84,1.0,0.0469,89.458,0.0415,Classical
34.0,0.991,0.43,281693.0,0.0626,0.904,8.0,0.0855,-16.238,1.0,0.0426,125.181,0.0391,Classical
28.0,0.994,0.3379999999999999,130320.0,0.0125,0.912,7.0,0.065,-31.286,1.0,0.062,168.218,0.047,Classical
32.0,0.98,0.119,292533.0,0.153,0.0607,0.0,0.133,-11.845,1.0,0.0484,70.712,0.0377,Classical
0.0,0.97,0.108,257093.0,0.0623,0.349,7.0,0.138,-22.886,0.0,0.0482,65.429,0.0546,Classical
32.0,0.878,0.1669999999999999,130267.0,0.0406,0.769,7.0,0.287,-26.132,0.0,0.0461,80.42,0.0367,Classical
42.0,0.552,0.356,264893.0,0.4039999999999999,0.3279999999999999,7.0,0.0734,-9.321,1.0,0.0406,151.935,0.125,Classical
39.0,0.977,0.122,370333.0,0.064,0.848,5.0,0.109,-24.111,1.0,0.0469,64.715,0.0983,Classical
26.0,3.18e-05,0.242,466733.0,0.92,0.0126,1.0,0.327,-5.93,0.0,0.0773,200.018,0.24,Classical
40.0,0.8220000000000001,0.489,108813.0,0.0174,1.33e-06,6.0,0.294,-18.839,1.0,0.0339,103.006,0.3429999999999999,Classical
27.0,0.927,0.591,308640.0,0.177,0.000331,9.0,0.0949,-15.729,1.0,0.0373,111.766,0.2789999999999999,Classical
12.0,0.978,0.34,421333.0,0.1639999999999999,0.928,0.0,0.0972,-13.08,1.0,0.0405,89.949,0.365,Classical
0.0,0.954,0.3289999999999999,202707.0,0.211,0.0,1.0,0.836,-18.503,1.0,0.149,174.51,0.241,Classical
43.0,0.8540000000000001,0.0819,391453.0,0.134,0.912,2.0,0.123,-21.521,0.0,0.0409999999999999,81.592,0.0374,Classical
30.0,0.993,0.152,316427.0,0.0439,0.691,10.0,0.157,-22.915,0.0,0.0371,135.59,0.0309,Classical
37.0,0.963,0.24,230987.0,0.281,0.00116,11.0,0.0992,-12.777,1.0,0.0568,176.997,0.0906,Classical
59.0,0.927,0.204,207267.0,0.0331,0.825,2.0,0.0954,-24.044,0.0,0.0487,116.2,0.0547,Classical
34.0,0.944,0.217,-1.0,0.0765,0.477,11.0,0.111,-23.346,0.0,0.0367,109.365,0.0656,Classical
37.0,0.982,0.138,218893.0,0.124,0.943,3.0,0.103,-18.018,1.0,0.0326,81.325,0.0394,Classical
32.0,0.8740000000000001,0.446,181413.0,0.289,0.55,9.0,0.0734,-17.344,0.0,0.0573,153.284,0.285,Classical
39.0,0.994,0.283,281160.0,0.0198,0.921,5.0,0.0721,-29.544,0.0,0.0466,83.633,0.119,Classical
0.0,0.909,0.124,494000.0,0.0616,0.123,2.0,0.103,-23.056,1.0,0.0411,76.139,0.121,Classical
0.0,0.987,0.366,306853.0,0.127,0.906,6.0,0.122,-21.231,1.0,0.0384,96.571,0.188,Classical
38.0,0.972,0.498,-1.0,0.034,0.475,5.0,0.0504,-26.164,1.0,0.0532,116.163,0.373,Classical
35.0,0.928,0.223,189040.0,0.405,0.897,7.0,0.135,-13.074000000000002,1.0,0.04,88.791,0.0947,Classical
29.0,0.994,0.5329999999999999,199453.0,0.205,0.882,7.0,0.0738,-16.913,0.0,0.0431,87.90799999999999,0.672,Classical
35.0,0.99,0.291,180200.0,0.0573,0.901,7.0,0.135,-28.273000000000003,1.0,0.0382,137.489,0.428,Classical
44.0,0.794,0.171,-1.0,0.38,0.919,10.0,0.0758,-16.502,1.0,0.0385,70.458,0.181,Classical
38.0,4.03e-05,0.285,297293.0,0.894,0.0,10.0,0.214,-4.323,0.0,0.0569,175.85,0.211,Classical
44.0,0.0005549999999999,0.476,328333.0,0.977,1.53e-05,8.0,0.257,-4.061,1.0,0.0787,163.025,0.376,Classical
33.0,0.993,0.271,312787.0,0.0498,0.885,3.0,0.083,-24.97,0.0,0.0545,79.361,0.0958,Classical
28.0,0.981,0.5539999999999999,165760.0,0.1009999999999999,0.0251,0.0,0.0464,-19.328,1.0,0.0572,134.868,0.84,Classical
2.0,0.995,0.3989999999999999,123147.0,0.0103,0.933,5.0,0.0675,-32.754,1.0,0.0404,74.805,0.0797,Classical
30.0,0.985,0.276,200213.0,0.1009999999999999,0.8490000000000001,7.0,0.1169999999999999,-23.42,1.0,0.0637,95.037,0.765,Classical
32.0,0.956,0.429,421333.0,0.1159999999999999,0.787,7.0,0.3429999999999999,-19.447,1.0,0.0419,134.891,0.425,Classical
65.0,0.995,0.3979999999999999,348333.0,0.00293,0.922,1.0,0.0897,-29.481,1.0,0.0666,130.464,0.0804,Classical
34.0,0.99,0.198,191413.0,0.0874,0.846,2.0,0.0822,-22.209,1.0,0.0409999999999999,79.432,0.0394,Classical
35.0,0.173,0.299,199093.0,0.579,0.736,8.0,0.0939,-8.631,0.0,0.0398,110.11399999999999,0.2319999999999999,Classical
47.0,0.991,0.3329999999999999,189000.0,0.00256,0.935,6.0,0.0544,-40.295,1.0,0.0782,87.007,0.0933,Classical
38.0,0.992,0.288,182147.0,0.1009999999999999,0.93,11.0,0.0908,-24.78,0.0,0.0522,77.531,0.0368,Classical
29.0,0.993,0.434,358240.0,0.0279,0.935,2.0,0.098,-26.899,1.0,0.0532,131.933,0.121,Classical
22.0,0.91,0.107,297587.0,0.0331,0.69,0.0,0.166,-30.047,1.0,0.0389,82.977,0.0389,Classical
35.0,0.952,0.4429999999999999,244907.0,0.106,0.0,2.0,0.0814,-17.164,1.0,0.1,128.785,0.278,Classical
0.0,0.937,0.291,289267.0,0.16,0.0,10.0,0.613,-21.79,0.0,0.123,65.751,0.13,Classical
12.0,0.994,0.2269999999999999,261733.0,0.239,0.687,0.0,0.2689999999999999,-20.408,0.0,0.0357,76.169,0.143,Classical
24.0,0.916,0.223,114960.0,0.0121,0.193,8.0,0.175,-36.401,1.0,0.0375,133.804,0.0866,Classical
0.0,0.96,0.251,403653.0,0.0831,2.75e-05,9.0,0.2019999999999999,-25.79,1.0,0.0477,86.302,0.122,Classical
24.0,0.995,0.211,190640.0,0.0714,0.912,7.0,0.0918,-23.553,1.0,0.0465,109.054,0.0463,Classical
38.0,0.981,0.415,188113.0,0.129,0.897,9.0,0.159,-25.759,0.0,0.0388,131.727,0.2239999999999999,Classical
31.0,0.937,0.3879999999999999,81000.0,0.263,0.775,7.0,0.0945,-20.396,1.0,0.0866,140.636,0.102,Classical
23.0,0.649,0.11,673280.0,0.0499,0.65,5.0,0.108,-25.479,1.0,0.0399,88.012,0.0359,Classical
36.0,0.752,0.17,194733.0,0.0767,0.16,6.0,0.11,-23.593000000000004,1.0,0.0394,127.80799999999999,0.0926,Classical
37.0,0.993,0.125,144360.0,0.02,0.946,2.0,0.139,-23.209,0.0,0.0463,70.153,0.0355,Classical
22.0,0.96,0.3879999999999999,397356.0,0.155,0.638,1.0,0.129,-17.009,0.0,0.0447,129.054,0.225,Classical
36.0,0.986,0.347,500453.0,0.2239999999999999,0.915,10.0,0.115,-20.858,1.0,0.0358,106.12899999999999,0.254,Classical
34.0,0.967,0.374,304227.0,0.0428,0.831,3.0,0.166,-27.23,1.0,0.0441,138.02,0.618,Classical
37.0,0.8290000000000001,0.172,132632.0,0.0335,1.82e-06,8.0,0.0992,-23.862,0.0,0.0426,102.249,0.215,Classical
0.0,0.96,0.491,94627.0,0.147,0.937,10.0,0.2769999999999999,-19.459,1.0,0.0386,109.696,0.682,Classical
16.0,0.989,0.0756,301573.0,0.178,0.907,10.0,0.11,-17.916,1.0,0.0366,77.468,0.0386,Classical
39.0,0.942,0.175,660240.0,0.0641,0.85,5.0,0.0649,-20.039,0.0,0.0382,66.245,0.103,Classical
32.0,0.992,0.4379999999999999,182827.0,0.0582,0.901,9.0,0.0974,-25.375,1.0,0.0449,78.902,0.0399,Classical
32.0,0.983,0.457,285787.0,0.0025399999999999,0.7659999999999999,6.0,0.074,-33.42,1.0,0.0553,130.92700000000002,0.0358,Classical
25.0,0.96,0.259,1011373.0,0.104,0.872,10.0,0.367,-20.729,1.0,0.0356,132.007,0.132,Classical
43.0,0.846,0.18,474467.0,0.249,0.7979999999999999,3.0,0.0742,-16.590999999999998,1.0,0.038,84.329,0.0394,Classical
50.0,0.0011,0.5529999999999999,228453.0,0.915,0.0,0.0,0.173,-3.2030000000000003,1.0,0.0759,137.031,0.654,Classical
35.0,0.995,0.4039999999999999,194427.0,0.0071,0.93,5.0,0.0716,-36.156,1.0,0.0962,65.757,0.178,Classical
24.0,0.995,0.352,113653.0,0.0597,0.8540000000000001,10.0,0.144,-24.945,0.0,0.0575,116.165,0.0547,Classical
34.0,0.987,0.173,286480.0,0.0446,0.00196,9.0,0.0994,-28.398000000000003,0.0,0.0496,70.054,0.0624,Classical
4.0,0.933,0.113,383733.0,0.0424,0.625,10.0,0.307,-26.723000000000003,1.0,0.0379,80.002,0.0756,Classical
32.0,0.971,0.368,348573.0,0.301,0.931,7.0,0.154,-23.716,1.0,0.0332,138.33100000000002,0.537,Classical
42.0,0.939,0.119,540160.0,0.142,0.916,7.0,0.0849,-23.235,1.0,0.046,87.76899999999999,0.0937,Classical
31.0,0.98,0.21,179853.0,0.0794,0.748,5.0,0.108,-22.497,1.0,0.0528,66.628,0.419,Classical
32.0,0.992,0.129,383985.0,0.084,0.0929,8.0,0.0727,-27.511,1.0,0.0418,77.928,0.0608,Classical
27.0,0.951,0.469,190307.0,0.104,0.6920000000000001,11.0,0.0756,-20.414,1.0,0.0335,113.084,0.152,Classical
0.0,0.986,0.417,128187.0,0.156,0.0,0.0,0.909,-25.005,1.0,0.261,81.065,0.435,Classical
32.0,0.977,0.43,420000.0,0.0744,0.0625,7.0,0.0969,-21.364,1.0,0.0534,79.887,0.193,Classical
44.0,0.994,0.281,109147.0,0.173,0.8959999999999999,1.0,0.121,-23.003,1.0,0.0414,147.821,0.0986,Classical
36.0,0.969,0.332,365840.0,0.0969,0.88,3.0,0.142,-20.306,1.0,0.0539,90.272,0.255,Classical
31.0,0.958,0.509,253640.0,0.337,0.5539999999999999,4.0,0.431,-15.102,1.0,0.0415,92.21,0.843,Classical
30.0,0.995,0.28,288667.0,0.0189,0.927,7.0,0.0814,-35.588,1.0,0.0484,83.32600000000001,0.289,Classical
40.0,0.985,0.437,410907.0,0.218,0.176,7.0,0.0918,-15.535,0.0,0.0445,103.47200000000001,0.493,Classical
47.0,2.56e-05,0.515,264385.0,0.913,0.145,1.0,0.0687,-4.549,0.0,0.03,95.006,0.49,Classical
34.0,0.986,0.061,395027.0,0.207,0.918,7.0,0.108,-19.225,0.0,0.0437,67.312,0.0268,Classical
0.0,0.978,0.286,-1.0,0.184,0.0196,2.0,0.1119999999999999,-22.476,0.0,0.0466,107.287,0.1,Classical
52.0,0.993,0.293,350827.0,0.00966,0.11,5.0,0.0604,-29.125,0.0,0.0506,113.94200000000001,0.0394,Classical
48.0,0.958,0.18,500573.0,0.0529,0.203,2.0,0.0808,-25.866,1.0,0.0432,92.45700000000001,0.109,Classical
0.0,0.935,0.19,111000.0,0.148,1.19e-05,7.0,0.114,-25.215,1.0,0.0566,77.779,0.11,Classical
33.0,0.993,0.0935,-1.0,0.0535,0.65,1.0,0.0765,-28.887,0.0,0.0426,87.11,0.0272,Classical
38.0,0.971,0.36,188147.0,0.0775,0.906,7.0,0.146,-25.674,1.0,0.0597,89.31200000000001,0.616,Classical
33.0,0.978,0.434,208147.0,0.0867,0.86,2.0,0.407,-22.613000000000003,1.0,0.0527,79.847,0.82,Classical
42.0,0.954,0.38,-1.0,0.282,0.81,1.0,0.0988,-13.146,1.0,0.0319,62.395,0.294,Classical
40.0,0.8140000000000001,0.185,239880.0,0.309,0.928,4.0,0.1939999999999999,-12.300999999999998,0.0,0.0324,135.321,0.163,Classical
30.0,0.984,0.0656,347653.0,0.0366,0.884,3.0,0.745,-27.868,1.0,0.0496,73.093,0.0355,Classical
35.0,0.973,0.372,421733.0,0.0556,0.862,11.0,0.11,-25.647,1.0,0.0409999999999999,183.835,0.0788,Classical
30.0,0.923,0.401,243267.0,0.176,0.495,0.0,0.262,-20.019,1.0,0.0567,112.306,0.212,Classical
29.0,0.75,0.119,166630.0,0.182,0.107,0.0,0.0933,-18.114,0.0,0.0402,171.053,0.121,Classical
61.0,0.0534,0.462,347760.0,0.628,0.00025,7.0,0.12,-5.659,1.0,0.0274,140.049,0.0981,Classical
11.0,0.797,0.195,-1.0,0.00862,0.7829999999999999,6.0,0.123,-40.506,0.0,0.0454,110.206,0.0377,Classical
33.0,0.8909999999999999,0.406,560160.0,0.0625,0.0154,2.0,0.0807,-22.913,1.0,0.0432,135.17,0.28,Classical
41.0,0.992,0.535,96947.0,0.0557,0.939,2.0,0.127,-20.807,0.0,0.0512,132.494,0.45,Classical
35.0,0.993,0.0856,564304.0,0.108,0.418,1.0,0.0989,-23.231,1.0,0.0447,80.666,0.0326,Classical
23.0,0.976,0.4039999999999999,525685.0,0.256,0.73,5.0,0.1159999999999999,-16.633,1.0,0.0341,148.665,0.541,Classical
36.0,0.995,0.337,229067.0,0.0445,0.89,4.0,0.0748,-25.484,1.0,0.0455,70.35,0.0398,Classical
32.0,0.8320000000000001,0.29,206960.0,0.0481,0.000371,6.0,0.107,-22.111,0.0,0.0412,118.48700000000001,0.122,Classical
0.0,0.982,0.42,400653.0,0.0114,0.8490000000000001,1.0,0.1009999999999999,-21.942,1.0,0.0452,56.648999999999994,0.0738,Classical
0.0,0.957,0.288,309707.0,0.0605,6.69e-06,0.0,0.6970000000000001,-24.38,0.0,0.049,75.616,0.17,Classical
28.0,0.995,0.2189999999999999,265000.0,0.00851,0.833,3.0,0.095,-31.335,0.0,0.0499,70.119,0.105,Classical
53.0,0.994,0.222,161360.0,0.0119,0.925,8.0,0.102,-32.855,1.0,0.0357,72.774,0.14,Classical
36.0,0.498,0.351,408880.0,0.286,0.912,1.0,0.5529999999999999,-18.759,1.0,0.0366,102.787,0.0852,Classical
38.0,0.976,0.12,302535.0,0.1009999999999999,0.868,1.0,0.115,-18.081,0.0,0.0379,87.39200000000001,0.0385,Classical
27.0,0.974,0.185,198240.0,0.102,0.939,1.0,0.143,-22.133000000000003,1.0,0.0373,92.47,0.143,Classical
44.0,0.996,0.387,94333.0,0.0090599999999999,0.889,8.0,0.0985,-34.559,1.0,0.0455,67.855,0.133,Classical
47.0,0.22,0.58,215328.0,0.471,1.07e-05,4.0,0.113,-11.951,0.0,0.0322,90.99600000000001,0.349,Classical
37.0,0.993,0.4029999999999999,606773.0,0.0299,0.951,7.0,0.226,-30.155,1.0,0.0379,103.103,0.178,Classical
0.0,0.905,0.376,286467.0,0.174,0.0,1.0,0.156,-20.527,1.0,0.0888,135.987,0.236,Classical
28.0,0.991,0.508,175427.0,0.0076599999999999,0.873,9.0,0.0732,-37.783,0.0,0.0975,130.918,0.588,Classical
61.0,0.995,0.5,186840.0,0.0123,0.954,5.0,0.0748,-30.17,1.0,0.0712,130.128,0.313,Classical
39.0,0.923,0.188,-1.0,0.0128,0.355,10.0,0.53,-24.619,0.0,0.0376,72.64399999999999,0.0396,Classical
26.0,0.975,0.381,389306.0,0.123,0.855,2.0,0.132,-24.168000000000003,1.0,0.0409999999999999,137.113,0.287,Classical
7.0,0.866,0.46,112213.0,0.359,0.000304,1.0,0.145,-16.522000000000002,0.0,0.0335,135.898,0.691,Classical
38.0,0.7909999999999999,0.345,-1.0,0.215,0.301,1.0,0.1,-22.581,1.0,0.0586,130.775,0.0908,Classical
42.0,0.917,0.118,87867.0,0.0942,0.5489999999999999,2.0,0.115,-22.343000000000004,1.0,0.0511,77.051,0.0384,Classical
29.0,0.972,0.26,-1.0,0.217,0.645,2.0,0.159,-18.106,1.0,0.0434,141.29,0.0955,Classical
40.0,0.964,0.255,598787.0,0.14,0.82,2.0,0.92,-17.682000000000002,1.0,0.0398,90.898,0.12,Classical
44.0,0.785,0.183,268147.0,0.131,0.899,1.0,0.121,-17.785,0.0,0.0401,111.851,0.0543,Classical
27.0,0.994,0.188,382867.0,0.00887,0.934,6.0,0.0697,-28.622,1.0,0.0399,86.255,0.0396,Classical
0.0,0.965,0.2739999999999999,365507.0,0.0325,0.0131,6.0,0.115,-28.656,0.0,0.0549,78.721,0.233,Classical
36.0,0.0133,0.352,329973.0,0.895,0.000384,2.0,0.211,-8.516,1.0,0.4029999999999999,133.107,0.247,Classical
45.0,0.00367,0.273,291027.0,0.916,1.52e-05,7.0,0.353,-4.71,1.0,0.248,112.49799999999999,0.119,Classical
42.0,0.938,0.118,651973.0,0.0564,0.648,1.0,0.1159999999999999,-24.626,1.0,0.0497,77.008,0.043,Classical
31.0,0.994,0.31,101987.0,0.114,0.938,1.0,0.1119999999999999,-21.739,0.0,0.0355,101.82700000000001,0.379,Classical
38.0,0.988,0.0709,285627.0,0.0255,0.898,5.0,0.098,-22.677,1.0,0.0414,77.388,0.0396,Classical
26.0,0.995,0.371,-1.0,0.0832,0.848,9.0,0.105,-24.154,0.0,0.0447,115.88799999999999,0.165,Classical
43.0,0.000446,0.29,-1.0,0.938,0.89,4.0,0.545,-7.082000000000001,0.0,0.108,120.488,0.196,Classical
